Flow ID,Label
192.168.1.12 192.168.1.5 38360 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38364 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38368 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38372 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38376 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38380 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38384 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38388 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38392 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38396 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38400 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38404 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38408 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38412 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38416 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38420 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38424 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38428 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38432 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38436 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38440 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38444 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38448 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38452 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38456 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38460 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38464 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38468 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38472 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38476 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38480 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38484 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38488 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38492 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38496 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38500 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38504 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38508 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38512 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38516 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38520 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38524 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38528 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38532 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38536 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38540 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38544 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38548 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38552 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38556 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38560 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38564 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38568 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38572 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38576 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38580 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38584 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38588 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38592 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38596 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38600 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38604 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38608 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38612 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38616 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38620 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38624 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38628 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38632 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38636 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38640 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38644 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38648 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38652 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 38656 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38660 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38664 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38668 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38672 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38676 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38680 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38684 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38688 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38692 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38696 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38700 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38704 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38708 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 38712 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38716 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38720 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38724 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38728 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38732 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38736 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38740 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38744 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38748 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38752 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38756 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 38760 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38764 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38768 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38772 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38776 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38780 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38784 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38788 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38792 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38796 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38800 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38804 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38808 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38812 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38816 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38820 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38824 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38828 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38832 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38836 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38840 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38844 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38848 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38852 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38856 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38860 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38864 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38868 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38872 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38876 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38880 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38884 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38888 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38892 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 38894 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38896 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38900 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38904 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38908 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38912 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38916 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38920 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38924 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38928 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38932 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38936 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38940 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38944 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38948 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38952 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38956 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38960 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38964 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38968 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38972 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38976 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38980 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38984 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38988 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38992 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 38996 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39000 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39004 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39008 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39012 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 39016 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39020 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39024 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39028 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39032 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39036 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39040 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 39042 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39044 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 39048 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39052 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39056 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39060 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39064 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39068 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39072 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39076 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39080 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39084 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39088 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39092 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39096 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39100 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39104 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39108 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39112 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39116 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39120 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39124 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39128 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39132 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39136 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39140 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39144 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39148 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39152 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39156 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39160 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39164 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39168 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39172 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39176 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39180 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39184 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39188 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39192 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39196 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39200 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39204 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39208 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 39212 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39216 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39220 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39224 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39228 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39232 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39236 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39240 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39244 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39248 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39252 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39256 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39260 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39264 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39268 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39272 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39276 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39280 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39284 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39288 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39292 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39296 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39300 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39304 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39308 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39312 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39316 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39320 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39324 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39328 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39332 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39336 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39340 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39344 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39348 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39352 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39356 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39360 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39364 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39368 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39372 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39376 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39380 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39384 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39388 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39392 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 39396 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39400 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39404 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39408 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39412 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39416 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39420 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39424 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39428 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39432 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39436 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39440 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39444 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39448 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39452 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39456 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39460 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39464 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 39468 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39472 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39476 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39480 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39484 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39488 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39492 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39496 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39500 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39504 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39508 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39512 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39516 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39520 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39524 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39528 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39532 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39536 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39540 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39544 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39548 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39552 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39556 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39560 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39564 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39568 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39572 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39576 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39580 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39584 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39588 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39592 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39596 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39600 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39604 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39608 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39612 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39616 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39620 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39624 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39628 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39632 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39636 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39640 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39644 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39648 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39652 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39656 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39660 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39664 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39668 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39672 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39676 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39680 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39684 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39688 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39692 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39696 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39700 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39704 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39708 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39712 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39716 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39720 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39724 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39728 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39732 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39736 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39740 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39744 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39748 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39752 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39756 20000 6,DNP3_ENUMERATE
192.168.1.5 192.168.1.12 20000 39760 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39764 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39768 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39772 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39776 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39780 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39784 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39788 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39792 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39796 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39800 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39804 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39808 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39814 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39818 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39822 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39826 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39830 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39834 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39838 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39842 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39846 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39850 20000 6,DNP3_ENUMERATE
192.168.1.12 192.168.1.5 39854 20000 6,DNP3_ENUMERATE
192.168.1.2 192.168.1.4 51746 20000 6,NORMAL
192.168.1.2 192.168.1.5 50347 20000 6,NORMAL
